"SID","LocalPath","LocalComputerName","LocalUsername","JumpCloudUserName"
"S-1-12-1-767826270-1089615213-472482203-3735832403","C:\Users\SETestSandboxAdmin","RPN-WIN11-1","AzureAD\SETestSandboxAdmin",""
